FieldID	TRAIT_OF_INTEREST	EXCLUDED_NEALE	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	EXCLUDED_PHARMA	EXCLUDED
30031		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Haematocrit freeze-thaw cycles	474925	474925	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Haematocrit assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30031	lll	REMOVE
30032		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Haematocrit acquisition time	479379	503478	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Haematocrit assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30032	lll	REMOVE
30033		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Haematocrit percentage device ID	479379	503478	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Haematocrit percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30033	lll	REMOVE
30034		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Haematocrit percentage acquisition route	479379	503478	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30034	lll	REMOVE
30040						Biological samples > Assay results > Blood assays > Blood count	100081	Mean corpuscular volume	479378	503476	Complete	Continuous	femtolitres	Data	Primary	Unisex	3	1		Result of Mean Corpuscular Volume assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (pg) is the weight of hemoglobin in the average erythrocyte, computed by the formula: MCH = (hemoglobin/red blood cells) x 10.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30040		
30041		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular volume freeze-thaw cycles	474923	474923	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Mean Corpuscular Volume assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30041	lll	REMOVE
30042		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular volume acquisition time	479378	503476	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Mean Corpuscular Volume assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30042	lll	REMOVE
30043		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular volume device ID	479378	503476	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Mean corpuscular volume	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30043	lll	REMOVE
30044		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular volume acquisition route	479378	503476	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Mean corpuscular volume was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30044	lll	REMOVE
30050						Biological samples > Assay results > Blood assays > Blood count	100081	Mean corpuscular haemoglobin	479375	503472	Complete	Continuous	picograms	Data	Primary	Unisex	3	1		Result of Mean Corpuscular Haemoglobin assay, performed on blood sample, obtained from UK Biobank assessment centre visit.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30050		
30051		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin freeze-thaw cycles	474922	474922	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Mean Corpuscular Haemoglobin assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30051	lll	REMOVE
30052		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin acquisition time	479375	503472	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Mean Corpuscular Haemoglobin assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30052	lll	REMOVE
30053		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin device ID	479375	503472	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Mean corpuscular haemoglobin	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30053	lll	REMOVE
30054		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin acquisition route	479375	503472	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Mean corpuscular haemoglobin was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30054	lll	REMOVE
30060						Biological samples > Assay results > Blood assays > Blood count	100081	Mean corpuscular haemoglobin concentration	479372	503468	Complete	Continuous	grams/decilitre	Data	Primary	Unisex	3	1		Result of Mean Corpuscular Haemoglobin Concentration assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (g/dL) is the average weight of haemoglobin in a measured dilution, computed by the formula: (haemoglobin/haematocrit) x 100.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30060		
30061		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin concentration freeze-thaw cycles	474918	474918	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Mean Corpuscular Haemoglobin Concentration assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30061	lll	REMOVE
30062		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin concentration acquisition time	479372	503468	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Mean Corpuscular Haemoglobin Concentration assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30062	lll	REMOVE
30063		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin concentration device ID	479372	503468	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Mean corpuscular haemoglobin concentration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30063	lll	REMOVE
30064		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean corpuscular haemoglobin concentration acquisition route	479372	503468	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Mean corpuscular haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30064	lll	REMOVE
30070						Biological samples > Assay results > Blood assays > Blood count	100081	Red blood cell (erythrocyte) distribution width	479378	503476	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Red Distribution Width assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cell Distribution Width is the size distribution spread of the erythrocyte population derived from the red blood cell histogram. It is the coefficient of variation (CV) expressed in % of the red blood cell size distribution.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30070		
30071		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Red blood cell (erythrocyte) distribution width freeze-thaw cycles	474923	474923	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Red Distribution Width assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30071	lll	REMOVE
30072		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Red blood cell (erythrocyte) distribution width acquisition time	479378	503476	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Red Distribution Width assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30072	lll	REMOVE
30073		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Red blood cell (erythrocyte) distribution width device ID	479378	503476	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Red blood cell (erythrocyte) distribution width	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30073	lll	REMOVE
30074		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Red blood cell (erythrocyte) distribution width acquisition route	479378	503476	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Red blood cell (erythrocyte) distribution width was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30074	lll	REMOVE
30080						Biological samples > Assay results > Blood assays > Blood count	100081	Platelet count	479375	503475	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Platelet Count assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet count is the number of thrombocytes derived from the platelet histogram.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30080		
30081		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet count freeze-thaw cycles	474922	474922	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Platelet Count assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30081	lll	REMOVE
30082		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet count acquisition time	479375	503475	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Platelet Count assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30082	lll	REMOVE
30083		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet count device ID	479375	503475	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Platelet count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30083	lll	REMOVE
30084		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet count acquisition route	479375	503475	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Platelet count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30084	lll	REMOVE
30090						Biological samples > Assay results > Blood assays > Blood count	100081	Platelet crit	479161	497800	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Platelet Crit assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Crit is a computed value that represents the platelet packed cell volume.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30090		
30091		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet crit freeze-thaw cycles	474918	474918	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Platelet Crit assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30091	lll	REMOVE
30092		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet crit acquisition time	479161	497800	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Platelet Crit assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30092	lll	REMOVE
30093		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet crit device ID	479161	497800	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Platelet crit	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30093	lll	REMOVE
30094		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet crit acquisition route	479161	497800	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Platelet crit was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30094	lll	REMOVE
30100						Biological samples > Assay results > Blood assays > Blood count	100081	Mean platelet (thrombocyte) volume	479370	503468	Complete	Continuous	femtolitres	Data	Primary	Unisex	3	1		Result of Mean Platelet Volume assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Platelet Volume is the average volume of individual platelets derived from the platelet histogram.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30100		
30101		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean platelet (thrombocyte) volume freeze-thaw cycles	474917	474917	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Mean Platelet Volume assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30101	lll	REMOVE
30102		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean platelet (thrombocyte) volume acquisition time	479370	503468	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Mean Platelet Volume assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30102	lll	REMOVE
30103		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean platelet (thrombocyte) volume device ID	479370	503468	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Mean platelet (thrombocyte) volume	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30103	lll	REMOVE
30104		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Mean platelet (thrombocyte) volume acquisition route	479370	503468	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Mean platelet (thrombocyte) volume was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30104	lll	REMOVE
30110						Biological samples > Assay results > Blood assays > Blood count	100081	Platelet distribution width	479160	497799	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Platelet Distribution Width assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Distribution Width is the coefficient of variation of platelet size.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30110		
30111		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet distribution width freeze-thaw cycles	474917	474917	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Platelet Distribution Width assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30111	lll	REMOVE
30112		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet distribution width acquisition time	479160	497799	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Platelet Distribution Width assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30112	lll	REMOVE
30113		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet distribution width device ID	479160	497799	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Platelet distribution width	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30113	lll	REMOVE
30114		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Platelet distribution width acquisition route	479160	497799	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Platelet distribution width was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30114	lll	REMOVE
30120						Biological samples > Assay results > Blood assays > Blood count	100081	Lymphocyte count	478511	502570	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Lymphocytes Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocyte count is the proportion of ( lymphoctyes / 100 ) x white blood cell count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30120		
30121		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte count freeze-thaw cycles	474038	474038	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Lymphocytes Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30121	lll	REMOVE
30122		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte count acquisition time	478511	502570	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Lymphocytes Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30122	lll	REMOVE
30123		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte count device ID	478511	502570	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Lymphocyte count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30123	lll	REMOVE
30124		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte count acquisition route	478511	502570	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Lymphocyte count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30124	lll	REMOVE
30130						Biological samples > Assay results > Blood assays > Blood count	100081	Monocyte count	478511	502570	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Monocytes Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocyte count is the proportion of ( monoctyes / 100 ) x white blood cell count.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30130		
30131		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte count freeze-thaw cycles	474032	474032	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Monocytes Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30131	lll	REMOVE
30132		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte count acquisition time	478511	502570	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Monocytes Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30132	lll	REMOVE
30133		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte count device ID	478511	502570	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Monocyte count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30133	lll	REMOVE
30134		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte count acquisition route	478511	502570	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Monocyte count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30134	lll	REMOVE
30140						Biological samples > Assay results > Blood assays > Blood count	100081	Neutrophill count	478511	502570	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Neutrophils Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils count is the proportion of ( neutrophils / 100 ) x white blood cell count.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30140		
30141		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill count freeze-thaw cycles	474038	474038	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Neutrophils Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30141	lll	REMOVE
30142		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill count acquisition time	478511	502570	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Neutrophils Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30142	lll	REMOVE
30143		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill count device ID	478511	502570	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Neutrophill count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30143	lll	REMOVE
30144		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill count acquisition route	478511	502570	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Neutrophill count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30144	lll	REMOVE
30150						Biological samples > Assay results > Blood assays > Blood count	100081	Eosinophill count	478511	502570	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Eosinophils Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils count is the proportion of ( eosinophils / 100 ) x white blood cell count.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30150		
30151		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill count freeze-thaw cycles	473934	473934	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Eosinophils Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30151	lll	REMOVE
30152		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill count acquisition time	478511	502570	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Eosinophils Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30152	lll	REMOVE
30153		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill count device ID	478511	502570	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Eosinophill count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30153	lll	REMOVE
30154		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill count acquisition route	478511	502570	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Eosinophill count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30154	lll	REMOVE
30160						Biological samples > Assay results > Blood assays > Blood count	100081	Basophill count	478511	502570	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Basophils Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Basophils count is the proportion of ( basophils / 100 ) x white blood cell count.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30160		
30161		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill count freeze-thaw cycles	472980	472980	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Basophils Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30161	lll	REMOVE
30162		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill count acquisition time	478511	502570	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Basophils Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30162	lll	REMOVE
30163		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill count device ID	478511	502570	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Basophill count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30163	lll	REMOVE
30164		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill count acquisition route	478511	502570	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Basophill count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30164	lll	REMOVE
30170						Biological samples > Assay results > Blood assays > Blood count	100081	Nucleated red blood cell count	478285	496879	Complete	Continuous	10^9 cells/Litre	Data	Primary	Unisex	3	1		Result of Nucleated Red Blood Cells Number assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Nucleated Red Blood Cells count is calculated as: Nucleated Red Blood Cells (percentage) x white blood cell count .	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30170		
30171		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell count freeze-thaw cycles	472698	472698	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Nucleated Red Blood Cells Number assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30171	lll	REMOVE
30172		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell count acquisition time	478285	496879	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Nucleated Red Blood Cells Number assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30172	lll	REMOVE
30173		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell count device ID	478285	496879	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Nucleated red blood cell count	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30173	lll	REMOVE
30174		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell count acquisition route	478285	496879	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Nucleated red blood cell count was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30174	lll	REMOVE
30180						Biological samples > Assay results > Blood assays > Blood count	100081	Lymphocyte percentage	478516	502577	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Lymphocytes Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocytes (Percentage) is calculated as the proportion of lymphocytes in the leukocytes.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30180		
